"Tarih","PM10","SO2","DisariCikmaKarari"
"3/8/2020","48.9915","10.83154","EVET"
"3/8/2020","49","16.43158","EVET"
"3/7/2020","50.99434","23.65732","EVET"
"3/7/2020","68.94908","28.34846","HAYIR"
"3/7/2020","63.01697","23.91024","HAYIR"
"3/7/2020","85.93494","17.60295","HAYIR"
"3/7/2020","64.06232","16.99953","HAYIR"
"3/7/2020","56.03395","9.270215","HAYIR"
"3/7/2020","54.00849","7.525834","HAYIR"
"3/7/2020","52.00849","8.298014","HAYIR"
"3/7/2020","50.00566","8.08022","EVET"
"3/7/2020","49.00283","8.234004","EVET"
"3/7/2020","57.9745","8.13463","HAYIR"
"3/7/2020","62.98586","10.34957","HAYIR"
"3/7/2020","60.00849","8.822042","HAYIR"
"3/7/2020","59.00283","9.122597","HAYIR"
"3/7/2020","52.0198","20.71401","HAYIR"
"3/7/2020","36.04526","16.69387","EVET"
"3/7/2020","18.05092","7.085841","EVET"
"3/7/2020","23.98303","7.996418","EVET"
"3/7/2020","27.98868","11.76002","EVET"
"3/7/2020","29.99434","15.92054","EVET"
"3/7/2020","31.99434","14.79221","EVET"
"3/7/2020","41.97171","17.62288","EVET"
"3/7/2020","70.91808","22.55146","HAYIR"
"3/7/2020","56","21.4717","HAYIR"
"3/6/2020","41.04243","36.78809","EVET"
"3/6/2020","74.95184","53.72441","HAYIR"
"3/6/2020","92.94908","47.74906","HAYIR"
"3/6/2020","93","49.35336","HAYIR"
"3/6/2020","47.06516","47.34194","EVET"
"3/6/2020","42.00709","25.3157","EVET"
"3/6/2020","29.01844","27.49228","EVET"
"3/6/2020","24.00709","31.00196","EVET"
"3/6/2020","25.99716","22.56497","EVET"
"3/6/2020","25.00142","19.32496","EVET"
"3/6/2020","30.99149","16.8047","EVET"
"3/6/2020","33.99574","14.56255","EVET"
"3/6/2020","51.97447","16.1575","HAYIR"
"3/6/2020","57.99149","22.86504","HAYIR"
"3/6/2020","44.01986","25.85631","EVET"
"3/6/2020","43.00142","19.24287","EVET"
"3/6/2020","34.01277","16.12832","EVET"
"3/6/2020","44.9844","8.241934","EVET"
"3/6/2020","49.99291","6.842655","EVET"
"3/6/2020","50.99858","6.999475","EVET"
"3/6/2020","41.01418","8.269618","EVET"
"3/6/2020","52.983","10.74829","HAYIR"
"3/6/2020","62.98582","12.38657","HAYIR"
"3/6/2020","77","14.63779","HAYIR"
"3/5/2020","98.96884","25.81446","HAYIR"
"3/5/2020","76.03258","28.24084","HAYIR"
"3/5/2020","72.00567","23.95666","HAYIR"
"3/5/2020","47.03546","29.02486","EVET"
"3/5/2020","23.03399","25.3319","EVET"
"3/5/2020","21.00284","18.43592","EVET"
"3/5/2020","21.99858","18.00323","EVET"
"3/5/2020","13.01277","17.82005","EVET"
"3/5/2020","15.99574","17.03768","EVET"
"3/5/2020","18.99574","5.677341","EVET"
"3/5/2020","23.99292","5.289019","EVET"
"3/5/2020","30.9901","6.880413","EVET"
"3/5/2020","34.99434","8.56692","EVET"
"3/5/2020","57.96747","12.90186","HAYIR"
"3/5/2020","39.02687","27.32969","EVET"
"3/5/2020","20.02687","21.03969","EVET"
"3/5/2020","18.00283","16.22648","EVET"
"3/5/2020","19.99717","9.035263","EVET"
"3/5/2020","15.00707","7.774761","EVET"
"3/5/2020","15.99859","8.024566","EVET"
"3/5/2020","18.99576","11.34163","EVET"
"3/5/2020","40.96888","8.311495","EVET"
"3/5/2020","64.96591","9.748704","HAYIR"
"3/5/2020","72","14.08938","HAYIR"
"3/4/2020","84.98164","17.67461","HAYIR"
